E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_24_405.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_24_405.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_24_405.jpg, 0, 0, 0, 7.876438E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_24_517.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_24_517.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_24_517.jpg, 0, 0, 0, 7.86561E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_24_617.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_24_617.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_24_617.jpg, 0, 0, 0, 7.785844E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_24_723.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_24_723.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_24_723.jpg, 0, 0, 0, 7.834144E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_24_826.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_24_826.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_24_826.jpg, 0, 0, 0, 7.781721E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_24_928.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_24_928.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_24_928.jpg, 0, 0, 0, 7.787465E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_029.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_029.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_029.jpg, 0, 0, 0, 7.769352E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_131.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_131.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_131.jpg, 0, 0, 0, 7.910152E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_233.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_233.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_233.jpg, 0, 0, 0, 7.863685E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_335.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_335.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_335.jpg, 0, 0, 0, 7.833516E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_439.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_439.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_439.jpg, 0, 0, 0, 7.878087E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_546.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_546.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_546.jpg, 0, 0, 0, 7.743178E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_647.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_647.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_647.jpg, 0, 0, 0, 7.791213E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_748.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_748.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_748.jpg, 0, 0, 0, 8.298794E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_851.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_851.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_851.jpg, 0, 0, 0, 7.802928E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_25_953.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_25_953.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_25_953.jpg, 0, 0, 0, 8.187333E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_26_055.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_26_055.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_26_055.jpg, 0, 0, 0, 7.812017E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_26_161.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_26_161.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_26_161.jpg, 0, 0, 0, 7.83247E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_26_264.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_26_264.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_26_264.jpg, 0, 0, 0, 7.82947E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_26_370.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_26_370.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_26_370.jpg, 0, 0, 0, 7.794021E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_26_473.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_26_473.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_26_473.jpg, 0, 0, 0, 7.823139E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_26_576.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_26_576.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_26_576.jpg, 0, 0, 0, 7.871039E-05
E:\DoktoraDüzce\TEZ\Data\IMG\center_2019_09_24_12_51_26_680.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\left_2019_09_24_12_51_26_680.jpg, E:\DoktoraDüzce\TEZ\Data\IMG\right_2019_09_24_12_51_26_680.jpg, 0, 0, 0, 7.881551E-05
